"year","adm1","adm1_code","adm2","adm2_code","type","class1","class2","unit","value"
2020,"Busan",21,"Suyeong-gu",21140,"mortality","All causes","female","per 100k population",206.8
2020,"Busan",21,"Suyeong-gu",21140,"economy","company","total","count",19535
2015,"Busan",21,"Suyeong-gu",21140,"economy","company","total","count",12939
2010,"Busan",21,"Suyeong-gu",21140,"economy","company","total","count",12554
2010,"Busan",21,"Suyeong-gu",21140,"housing","housing types","total","count",50732
2015,"Busan",21,"Suyeong-gu",21140,"housing","housing types","total","count",55830
2020,"Busan",21,"Suyeong-gu",21140,"housing","housing types","total","count",69748
2020,"Chungcheongnam-do",34,"Taean-gun",34380,"tax","income","general","million KRW",26385
2020,"Chungcheongnam-do",34,"Taean-gun",34380,"tax","income","labor","million KRW",32828
2010,"Chungcheongnam-do",34,"Taean-gun",34380,"population","all households","total","persons",52574
2010,"Chungcheongnam-do",34,"Taean-gun",34380,"population","all households","male","persons",25568
2010,"Chungcheongnam-do",34,"Taean-gun",34380,"population","all households","female","persons",27006
2015,"Chungcheongnam-do",34,"Taean-gun",34380,"population","all households","total","persons",57277
2015,"Chungcheongnam-do",34,"Taean-gun",34380,"population","all households","male","persons",28417
2015,"Chungcheongnam-do",34,"Taean-gun",34380,"population","all households","female","persons",28860
2020,"Chungcheongnam-do",34,"Taean-gun",34380,"population","all households","total","persons",59328
2020,"Chungcheongnam-do",34,"Taean-gun",34380,"population","all households","male","persons",29962
2020,"Chungcheongnam-do",34,"Taean-gun",34380,"population","all households","female","persons",29366
2020,"Chungcheongnam-do",34,"Taean-gun",34380,"mortality","All causes","total","per 100k population",292.1
2020,"Chungcheongnam-do",34,"Taean-gun",34380,"mortality","All causes","male","per 100k population",391.1
2020,"Chungcheongnam-do",34,"Taean-gun",34380,"mortality","All causes","female","per 100k population",201.5
2020,"Chungcheongnam-do",34,"Taean-gun",34380,"economy","company","total","count",8898
2010,"Chungcheongnam-do",34,"Taean-gun",34380,"economy","company","total","count",4981
2015,"Chungcheongnam-do",34,"Taean-gun",34380,"economy","company","total","count",5881
2010,"Chungcheongnam-do",34,"Taean-gun",34380,"housing","housing types","total","count",20509
2015,"Chungcheongnam-do",34,"Taean-gun",34380,"housing","housing types","total","count",22362
2020,"Chungcheongnam-do",34,"Taean-gun",34380,"housing","housing types","total","count",28832
2020,"Gangwon-do",32,"Taebaek-si",32050,"tax","income","general","million KRW",12103
2020,"Gangwon-do",32,"Taebaek-si",32050,"tax","income","labor","million KRW",16899
2010,"Gangwon-do",32,"Taebaek-si",32050,"population","all households","total","persons",50495
2010,"Gangwon-do",32,"Taebaek-si",32050,"population","all households","male","persons",25705
2010,"Gangwon-do",32,"Taebaek-si",32050,"population","all households","female","persons",24790
2015,"Gangwon-do",32,"Taebaek-si",32050,"population","all households","total","persons",45057
2015,"Gangwon-do",32,"Taebaek-si",32050,"population","all households","male","persons",22630
2015,"Gangwon-do",32,"Taebaek-si",32050,"population","all households","female","persons",22427
2020,"Gangwon-do",32,"Taebaek-si",32050,"population","all households","total","persons",41017
2020,"Gangwon-do",32,"Taebaek-si",32050,"population","all households","male","persons",20657
2020,"Gangwon-do",32,"Taebaek-si",32050,"population","all households","female","persons",20360
2020,"Gangwon-do",32,"Taebaek-si",32050,"mortality","All causes","total","per 100k population",374.2
2020,"Gangwon-do",32,"Taebaek-si",32050,"mortality","All causes","male","per 100k population",523.2
2020,"Gangwon-do",32,"Taebaek-si",32050,"mortality","All causes","female","per 100k population",260.9
2015,"Gangwon-do",32,"Taebaek-si",32050,"economy","company","total","count",4302
2010,"Gangwon-do",32,"Taebaek-si",32050,"economy","company","total","count",4062
2020,"Gangwon-do",32,"Taebaek-si",32050,"economy","company","total","count",5329
2010,"Gangwon-do",32,"Taebaek-si",32050,"housing","housing types","total","count",18838
2015,"Gangwon-do",32,"Taebaek-si",32050,"housing","housing types","total","count",17744
2020,"Gangwon-do",32,"Taebaek-si",32050,"housing","housing types","total","count",20504
2020,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"tax","income","general","million KRW",53335
2020,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"tax","income","labor","million KRW",30637
2010,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"population","all households","total","persons",127792
2010,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"population","all households","male","persons",64494
2010,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"population","all households","female","persons",63298
2015,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"population","all households","total","persons",131052
2015,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"population","all households","male","persons",65508
2015,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"population","all households","female","persons",65544
2020,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"population","all households","total","persons",123204
2020,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"population","all households","male","persons",61789
2020,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"population","all households","female","persons",61415
2020,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"mortality","All causes","total","per 100k population",364
2020,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"mortality","All causes","male","per 100k population",515.7
2020,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"mortality","All causes","female","per 100k population",236.6
2015,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"economy","company","total","count",11034
2010,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"economy","company","total","count",9805
2020,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"economy","company","total","count",14831
2010,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"housing","housing types","total","count",41988
2015,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"housing","housing types","total","count",44176
2020,"Gyeongsangnam-do",38,"Tongyeong-si",38050,"housing","housing types","total","count",52552
2010,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"population","all households","total","persons",235216
2010,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"population","all households","male","persons",118277
2010,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"population","all households","female","persons",116939
2015,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"population","all households","total","persons",243959
2015,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"population","all households","male","persons",122480
2015,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"population","all households","female","persons",121479
2020,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"population","all households","total","persons",252660
2020,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"population","all households","male","persons",127602
2020,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"population","all households","female","persons",125058
2020,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"mortality","All causes","total","per 100k population",324.4
2020,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"mortality","All causes","male","per 100k population",436.5
2020,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"mortality","All causes","female","per 100k population",238.8
2015,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"economy","company","total","count",22256
2010,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"economy","company","total","count",19704
2020,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"economy","company","total","count",31246
2010,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"housing","housing types","total","count",57047
2015,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"housing","housing types","total","count",63250
2020,"Gyeongsangnam-do",38,"Uichang-gu Changwon-si",38111,"housing","housing types","total","count",83059
2020,"Gyeonggi-do",31,"Uijeongbu-si",31030,"tax","income","general","million KRW",191543
2020,"Gyeonggi-do",31,"Uijeongbu-si",31030,"tax","income","labor","million KRW",137984
2010,"Gyeonggi-do",31,"Uijeongbu-si",31030,"population","all households","total","persons",409328
2010,"Gyeonggi-do",31,"Uijeongbu-si",31030,"population","all households","male","persons",198799
2010,"Gyeonggi-do",31,"Uijeongbu-si",31030,"population","all households","female","persons",210529
2015,"Gyeonggi-do",31,"Uijeongbu-si",31030,"population","all households","total","persons",411058
2015,"Gyeonggi-do",31,"Uijeongbu-si",31030,"population","all households","male","persons",200746
2015,"Gyeonggi-do",31,"Uijeongbu-si",31030,"population","all households","female","persons",210312
2020,"Gyeonggi-do",31,"Uijeongbu-si",31030,"population","all households","total","persons",441353
2020,"Gyeonggi-do",31,"Uijeongbu-si",31030,"population","all households","male","persons",215860
2020,"Gyeonggi-do",31,"Uijeongbu-si",31030,"population","all households","female","persons",225493
2020,"Gyeonggi-do",31,"Uijeongbu-si",31030,"mortality","All causes","total","per 100k population",321.7
2020,"Gyeonggi-do",31,"Uijeongbu-si",31030,"mortality","All causes","male","per 100k population",435.5
2020,"Gyeonggi-do",31,"Uijeongbu-si",31030,"mortality","All causes","female","per 100k population",229
2015,"Gyeonggi-do",31,"Uijeongbu-si",31030,"economy","company","total","count",24923
2010,"Gyeonggi-do",31,"Uijeongbu-si",31030,"economy","company","total","count",23286
2020,"Gyeonggi-do",31,"Uijeongbu-si",31030,"economy","company","total","count",41425
2010,"Gyeonggi-do",31,"Uijeongbu-si",31030,"housing","housing types","total","count",114912
2015,"Gyeonggi-do",31,"Uijeongbu-si",31030,"housing","housing types","total","count",125546
2020,"Gyeonggi-do",31,"Uijeongbu-si",31030,"housing","housing types","total","count",157778
2020,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"tax","income","general","million KRW",5416
2020,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"tax","income","labor","million KRW",11197
2010,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"population","all households","total","persons",24443
2010,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"population","all households","male","persons",11056
2010,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"population","all households","female","persons",13387
2015,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"population","all households","total","persons",25569
2015,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"population","all households","male","persons",11869
2015,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"population","all households","female","persons",13700
2020,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"population","all households","total","persons",24636
2020,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"population","all households","male","persons",12000
2020,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"population","all households","female","persons",12636
2020,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"mortality","All causes","total","per 100k population",358.1
2020,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"mortality","All causes","male","per 100k population",520.5
2020,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"mortality","All causes","female","per 100k population",208.9
2010,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"economy","company","total","count",1765
2020,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"economy","company","total","count",3051
2015,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"economy","company","total","count",1933
2010,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"housing","housing types","total","count",11401
2015,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"housing","housing types","total","count",10932
2020,"Gyeongsangnam-do",38,"Uiryeong-gun",38310,"housing","housing types","total","count",13482
2020,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"tax","income","general","million KRW",10248
2020,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"tax","income","labor","million KRW",13769
2010,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"population","all households","total","persons",49907
2010,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"population","all households","male","persons",22785
2010,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"population","all households","female","persons",27122
2015,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"population","all households","total","persons",49442
2015,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"population","all households","male","persons",23529
2015,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"population","all households","female","persons",25913
2020,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"population","all households","total","persons",47991
2020,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"population","all households","male","persons",23365
2020,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"population","all households","female","persons",24626
2020,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"mortality","All causes","total","per 100k population",346.3
2020,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"mortality","All causes","male","per 100k population",470.3
2020,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"mortality","All causes","female","per 100k population",239.6
2015,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"economy","company","total","count",4053
2010,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"economy","company","total","count",3652
2020,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"economy","company","total","count",6072
2010,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"housing","housing types","total","count",23299
2015,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"housing","housing types","total","count",21934
2020,"Gyeongsangbuk-do",37,"Uiseong-gun",37320,"housing","housing types","total","count",26136
2020,"Gyeonggi-do",31,"Uiwang-si",31170,"tax","income","general","million KRW",171611
2020,"Gyeonggi-do",31,"Uiwang-si",31170,"tax","income","labor","million KRW",94252
2010,"Gyeonggi-do",31,"Uiwang-si",31170,"population","all households","total","persons",140318
2010,"Gyeonggi-do",31,"Uiwang-si",31170,"population","all households","male","persons",69149
2010,"Gyeonggi-do",31,"Uiwang-si",31170,"population","all households","female","persons",71169
2015,"Gyeonggi-do",31,"Uiwang-si",31170,"population","all households","total","persons",150052
2015,"Gyeonggi-do",31,"Uiwang-si",31170,"population","all households","male","persons",74019
